resource_id,url,category,description,in_sources_md,sources_md_id,supporting_claims,claim_count,ingestion_batch
RES-0539,https://static1.squarespace.com/static/5728db86b09f95bc05bf8dae/t/67d31e3e36062b41392a3403/1741889094309/022-017%2BTSN%2BPipeline%2BProject%2Br10%2BAODA%2B%281%29.pdf,Toronto Shelter Network (Metcalf Foundation funded),"Employing Staff with Lived Experience toolkit - key findings (staffing agency confirmation, REC S-06 precedent) fully ingested into HMK-027, full 140+ page toolkit not exhaustively mined",partial,,,0,2026-07-02-user-provided-links
RES-0504,https://www.tmpiemploymentlaw.ca/unpaidwages,Taylor Mergui Law Group (plaintiff case page),One Community Solutions class action case page - fully ingested into HMK-027,yes,,,0,2026-07-02-user-provided-links
RES-0505,https://torontoservicedirectory.ca/results/?searchLocation=Toronto&topicPath=29&latitude=43.6135&longitude=-79.489,Toronto Service Directory (reviewed and integrated),"User-pasted content processed directly - confirmed Lakeshore site details and 5 new shelter organizations, integrated into HMK-041 and HMK-022",yes,,,0,2026-07-02-user-provided-links
RES-0542,https://www.toronto.ca/community-people/housing-shelter/homeless-help/shelters/,Backfilled (auto),City of Toronto official shelter locator tool direct export supplied by user,no,,CL-710;CL-771,2,backfill-2026-07
RES-0543,https://www.taxtips.ca/taxrates/on.htm,Backfilled (auto),Computed directly from verified 2025 federal and Ontario combined tax brackets a,no,,CL-711,1,backfill-2026-07
RES-0544,https://www.toronto.ca/community-people/housing-shelter/homeless-help/about-torontos-shelter-system/developing-shelter-sites/720-bathurst-st/,Backfilled (auto),City of Toronto direct primary source shelter site development page,no,,CL-712,1,backfill-2026-07
RES-0545,https://secure.toronto.ca/council/agenda-item.do?item=2022.AU12.2,Backfilled (auto),"City of Toronto Auditor General direct primary source, both audit items",no,,CL-714,1,backfill-2026-07
RES-0546,https://secure.toronto.ca/council/agenda-item.do?item=2026.EC28.4,City of Toronto primary govt (not yet ingested),"2027 Shelter Infrastructure Plan - $507.5M HSCIS to date, 11 sites acquired — from July 2, 2026 multi-model cross-reference addendum, confirmed URL pattern only, not individually re-verified this pass",no,,,0,2026-07-02-addendum-crossref
RES-0547,https://secure.toronto.ca/council/agenda-item.do?item=2025.EX22.2,City of Toronto primary govt (not yet ingested),"George Street Revitalization $555.804M revived version — from July 2, 2026 multi-model cross-reference addendum, confirmed URL pattern only, not individually re-verified this pass",no,,,0,2026-07-02-addendum-crossref
RES-0548,https://secure.toronto.ca/council/agenda-item.do?item=2025.TE21.16,City of Toronto primary govt (not yet ingested),"George Street Revitalization companion item — from July 2, 2026 multi-model cross-reference addendum, confirmed URL pattern only, not individually re-verified this pass",no,,,0,2026-07-02-addendum-crossref
RES-0549,https://secure.toronto.ca/council/agenda-item.do?item=2025.BA143.7,City of Toronto primary govt (not yet ingested),"GSR design contract — from July 2, 2026 multi-model cross-reference addendum, confirmed URL pattern only, not individually re-verified this pass",no,,,0,2026-07-02-addendum-crossref
RES-0550,https://secure.toronto.ca/council/agenda-item.do?item=2025.IE19.10,"City of Toronto primary govt (reviewed, minor)","Confirmed: $220,000 for two HTO To Go water trailers, tangentially relevant (heat relief for vulnerable populations, including encampment residents) but small and not warranting a dedicated integration",yes,,,0,2026-07-02-addendum-crossref
RES-0552,https://secure.toronto.ca/council/agenda-item.do?item=2025.IA28.2,City of Toronto primary govt (not yet ingested),"Chris Moise administrative inquiry, micro-shelter study origin — from July 2, 2026 multi-model cross-reference addendum, confirmed URL pattern only, not individually re-verified this pass",no,,,0,2026-07-02-addendum-crossref
RES-0554,https://secure.toronto.ca/council/agenda-item.do?item=2025.MM32.46,City of Toronto primary govt (not yet ingested),"68 Sheppard Ave W companion motion, vote 21-1-3 — from July 2, 2026 multi-model cross-reference addendum, confirmed URL pattern only, not individually re-verified this pass",no,,,0,2026-07-02-addendum-crossref
RES-0555,https://secure.toronto.ca/council/agenda-item.do?item=2024.HS2.3,City of Toronto primary govt (not yet ingested),"TSSS shelter-system overview presentation — from July 2, 2026 multi-model cross-reference addendum, confirmed URL pattern only, not individually re-verified this pass",no,,,0,2026-07-02-addendum-crossref
RES-0556,https://secure.toronto.ca/council/agenda-item.do?item=2025.EC23.6,City of Toronto primary govt (not yet ingested),"All-of-City multi-divisional homelessness response — from July 2, 2026 multi-model cross-reference addendum, confirmed URL pattern only, not individually re-verified this pass",no,,,0,2026-07-02-addendum-crossref
RES-0557,https://secure.toronto.ca/council/agenda-item.do?item=2026.MM41.4,City of Toronto primary govt (not yet ingested),"Shelter-allowance savings motion — from July 2, 2026 multi-model cross-reference addendum, confirmed URL pattern only, not individually re-verified this pass",no,,,0,2026-07-02-addendum-crossref
RES-0558,https://secure.toronto.ca/council/agenda-item.do?item=2023.MM6.10,City of Toronto primary govt (not yet ingested),"Mayor's Roundtable to End Homelessness — from July 2, 2026 multi-model cross-reference addendum, confirmed URL pattern only, not individually re-verified this pass",no,,,0,2026-07-02-addendum-crossref
RES-0559,https://secure.toronto.ca/council/agenda-item.do?item=2025.HS8.11,"City of Toronto primary govt (reviewed, duplicative)","Same underlying HRAC 'retrogression' letter already integrated via EX28.21 in HMK-003's MM34.4 correction - HS8.11 is the HRAC's own internal agenda tracking of the same November 19 2025 letter, not new substance",yes,,,0,2026-07-02-addendum-crossref
RES-0560,https://secure.toronto.ca/council/agenda-item.do?item=2022.CC47.2,"City of Toronto primary govt (reviewed, low new value)",CC47.2 confirmed real - the 2022 Ombudsman IDP-update recommendations (8 items). Connects to already-documented Ombudsman/IDP process (EC13.8's '28 of 31 recommendations implemented' already covers this territory) - no major new content warranted,yes,,,0,2026-07-02-addendum-crossref
RES-0561,https://secure.toronto.ca/council/agenda-item.do?item=2021.IA36.1,City of Toronto primary govt (reviewed and integrated),"IA36.1 confirmed received for information, not defeated - corrected a likely conflation in the source addendum with a separate failed judicial-inquiry motion. Integrated into HMK-007",yes,,,0,2026-07-02-addendum-crossref
RES-0562,https://secure.toronto.ca/council/agenda-item.do?item=2020.MM22.17,City of Toronto primary govt (not yet ingested),"Pandemic-homelessness motion, adopted 21-2 — from July 2, 2026 multi-model cross-reference addendum, confirmed URL pattern only, not individually re-verified this pass",no,,,0,2026-07-02-addendum-crossref
RES-0563,https://secure.toronto.ca/council/agenda-item.do?item=2023.EC1.9,City of Toronto primary govt (not yet ingested),"Warming centre policy review — from July 2, 2026 multi-model cross-reference addendum, confirmed URL pattern only, not individually re-verified this pass",no,,,0,2026-07-02-addendum-crossref
RES-0564,https://secure.toronto.ca/council/agenda-item.do?item=2014.HL32.3,City of Toronto primary govt (not yet ingested),"Cold-weather alert coordination moved to MOH — from July 2, 2026 multi-model cross-reference addendum, confirmed URL pattern only, not individually re-verified this pass",no,,,0,2026-07-02-addendum-crossref
RES-0565,https://secure.toronto.ca/council/agenda-item.do?item=2019.EC9.2,City of Toronto primary govt (not yet ingested),"$222,359 menstrual hygiene products — from July 2, 2026 multi-model cross-reference addendum, confirmed URL pattern only, not individually re-verified this pass",no,,,0,2026-07-02-addendum-crossref
RES-0566,https://secure.toronto.ca/council/agenda-item.do?item=2023.PH3.22,City of Toronto primary govt (not yet ingested),"1117 Danforth, HLMS-operated — from July 2, 2026 multi-model cross-reference addendum, confirmed URL pattern only, not individually re-verified this pass",no,,,0,2026-07-02-addendum-crossref
RES-0567,https://secure.toronto.ca/council/agenda-item.do?item=2019.MM12.21,City of Toronto primary govt (not yet ingested),"18,000 new supportive housing units request — from July 2, 2026 multi-model cross-reference addendum, confirmed URL pattern only, not individually re-verified this pass",no,,,0,2026-07-02-addendum-crossref
RES-0568,https://www.toronto.ca/legdocs/mmis/2025/ec/bgrd/backgroundfile-260721.pdf,Backfilled (auto),City of Toronto TSSS direct primary source report to Economic and Community Deve,no,,CL-715,1,backfill-2026-07
RES-0569,https://www.toronto.ca/legdocs/mmis/2026/hl/bgrd/backgroundfile-285294.pdf,Backfilled (auto),Toronto Public Health Health Impacts of Homelessness report to Board of Health,no,,CL-716,1,backfill-2026-07
RES-0570,https://data.ontario.ca/dataset/security-guard-and-private-investigative-services-industry-data,Backfilled (auto),"Government of Ontario open data portal, Ministry of the Solicitor General",no,,CL-718,1,backfill-2026-07
RES-0571,https://secure.toronto.ca/council/agenda-item.do?item=2023.BA50.5,Backfilled (auto),"City of Toronto Council direct primary source, items 2023.BA50.5 and 2024.GG10.3",no,,CL-719,1,backfill-2026-07
RES-0572,https://hrlawcanada.com/2024/03/double-dismissal-northwest-protection-services-former-employees-both-leave-empty-handed-in-spat-over-fiduciary-duties-confidential-information/,Backfilled (auto),"Ontario Superior Court of Justice decision, reported via HR Law Canada",no,,CL-720;CL-759,2,backfill-2026-07
RES-0573,https://ca.linkedin.com/company/asp-incorporated,Backfilled (auto),"Direct search, multiple job/review platforms and news search",no,,CL-721,1,backfill-2026-07
RES-0574,https://en.wikipedia.org/wiki/GardaWorld,Backfilled (auto),"Multiple sources on GardaWorld Corporation divisions, cross-referenced against H",no,,CL-722,1,backfill-2026-07
RES-0575,https://secure.toronto.ca/council/agenda-item.do?item=2025.BA127.1,Backfilled (auto),"City of Toronto Council direct primary source, item 2025.BA127.1",no,,CL-723,1,backfill-2026-07
RES-0576,https://www.toronto.ca/legdocs/mmis/2024/ec/bgrd/backgroundfile-241830.pdf,Backfilled (auto),"City of Toronto direct primary source, item 2024.EC9.4 Attachment 2",no,,CL-724,1,backfill-2026-07
RES-0577,https://homesfirst.on.ca/wp-content/uploads/2025/06/Homes-First-Annual-Report-2025-Website-Version.pdf,Backfilled (auto),"Homes First Society direct primary source, 2024 Annual Report",no,,CL-726,1,backfill-2026-07
RES-0578,https://dixonhall.org/wp-content/uploads/2023/10/2023-Financial-Statements-Dixon-Hall-signed.pdf,Backfilled (auto),"Dixon Hall direct primary source, both the original FY2023 audited statements an",no,,CL-727,1,backfill-2026-07
RES-0579,https://secure.toronto.ca/council/agenda-item.do?item=2024.PH13.8,Backfilled (auto),"City of Toronto Council direct primary source, item 2024.PH13.8",no,,CL-728,1,backfill-2026-07
RES-0580,https://secure.toronto.ca/council/agenda-item.do?item=2024.PH15.5,"City of Toronto primary govt (reviewed, logged)","90 Dunn Ave supportive housing, $12M/yr wraparound supports, UHN data-sharing agreement — found via Task S TMMIS sweep, 'supportive housing' search term, confirmed real but not yet deeply integrated",yes,,,0,2026-07-02-task-s-sweep
RES-0581,https://secure.toronto.ca/council/agenda-item.do?item=2025.PH20.1,"City of Toronto primary govt (reviewed, logged)","7-9 Wardlaw Crescent supportive housing, Salvation Army adjacent shelter, Community Liaison Committee model — found via Task S TMMIS sweep, 'supportive housing' search term, confirmed real but not yet deeply integrated",yes,,,0,2026-07-02-task-s-sweep
RES-0582,https://secure.toronto.ca/council/agenda-item.do?item=2025.HL23.8,"City of Toronto primary govt (reviewed, logged)","Downtown HART Hub interim model detail, Councillor Moise advocacy, 277 Victoria St context — found via Task S TMMIS sweep, 'supportive housing' search term, confirmed real but not yet deeply integrated",yes,,,0,2026-07-02-task-s-sweep
RES-0583,https://secure.toronto.ca/council/agenda-item.do?item=2025.PH21.4,"City of Toronto primary govt (reviewed, logged)","Toronto Builds Policy Framework, Homes First consulted on 805 Wellington St West supportive housing — found via Task S TMMIS sweep, 'supportive housing' search term, confirmed real but not yet deeply integrated",yes,,,0,2026-07-02-task-s-sweep
RES-0584,https://secure.toronto.ca/council/agenda-item.do?item=2024.PH14.8,"City of Toronto primary govt (reviewed, logged)","Housing Occupancy Trends 2001-2021, population growth context relevant to housing demand — found via Task S TMMIS sweep, 'supportive housing' search term, confirmed real but not yet deeply integrated",yes,,,0,2026-07-02-task-s-sweep
RES-0585,https://secure.toronto.ca/council/agenda-item.do?item=2026.PH29.4,"City of Toronto primary govt (reviewed, logged)","RentSafeTO fee waivers for supportive/social housing providers — found via Task S TMMIS sweep, 'supportive housing' search term, confirmed real but not yet deeply integrated",yes,,,0,2026-07-02-task-s-sweep
RES-0586,https://secure.toronto.ca/council/agenda-item.do?item=2021.CC34.1,Backfilled (auto),"City of Toronto Council direct primary source, item 2021.CC34.1",no,,CL-729,1,backfill-2026-07
RES-0587,https://secure.toronto.ca/council/agenda-item.do?item=2015.CD6.5,"City of Toronto primary govt (reviewed, logged)","2015 Toronto Shelter Standards update, Housing First formally embedded; references 2013 HSSPF framework and Second Base youth shelter closure — found via Task S TMMIS sweep, 'Housing First' search term",yes,,,0,2026-07-02-task-s-sweep
RES-0588,https://www.cbc.ca/news/canada/toronto/mayor-olivia-chow-refugee-shelter-funding-1.7614802,Backfilled (auto),CBC News and Trillium direct reporting on a City staff briefing note to the Mayo,no,,CL-730;CL-761,2,backfill-2026-07
RES-0589,https://secure.toronto.ca/council/agenda-item.do?item=2023.BU2.1,"City of Toronto primary govt (reviewed, logged)","HIGH VALUE: a 2023 Council-ordered transparency request for exactly the kind of data this library seeks elsewhere - net-new shelter beds since 2018 by year, funding changes by program category 2018-2023 including defunded organizations, 10-year federal refugee reimbursement history. Whether the City ever actually produced these briefing notes is the key next question — found via Task S TMMIS sweep, 'drop-in' search term",yes,,,0,2026-07-02-task-s-sweep
RES-0590,https://secure.toronto.ca/council/agenda-item.do?item=2026.CC38.1,"City of Toronto primary govt (reviewed, logged)","2026 drop-in sector wage stabilization working group request, parallel to but distinct from the shelter-operator wage floor issue already tracked — found via Task S TMMIS sweep, 'drop-in' search term",yes,,CL-731,1,2026-07-02-task-s-sweep
RES-0591,https://secure.toronto.ca/council/agenda-item.do?item=2026.MPB38.1,"City of Toronto primary govt (reviewed, logged)","2026 budget: $100K for drop-in winter/hygiene supplies via Toronto Drop-in Network partnership — found via Task S TMMIS sweep, 'drop-in' search term",yes,,,0,2026-07-02-task-s-sweep
RES-0592,https://secure.toronto.ca/council/agenda-item.do?item=2022.EC28.9,"City of Toronto primary govt (reviewed, logged)","2022: City's own 1,800 supportive housing units/year target (10 years) - differs from the 2,000/year federal ask found via PH13.8, worth reconciling; also an open-data wrap-up-code/service-queue publication request, unclear if fulfilled — found via Task S TMMIS sweep, 'drop-in' search term",yes,,,0,2026-07-02-task-s-sweep
RES-0593,https://secure.toronto.ca/council/agenda-item.do?item=2021.EC25.6,"City of Toronto primary govt (reviewed, logged)","2021: Council-ordered public Work Plan commitment on net shelter capacity as temporary leases end - unclear if ever published — found via Task S TMMIS sweep, 'drop-in' search term",yes,,,0,2026-07-02-task-s-sweep
RES-0594,https://secure.toronto.ca/council/agenda-item.do?item=2022.BU37.1,"City of Toronto primary govt (reviewed, logged)","2022: multiple briefing note requests including SDFA funding levels since 2015, a full rental-subsidy cost analysis for the entire shelter population — found via Task S TMMIS sweep, 'drop-in' search term",yes,,,0,2026-07-02-task-s-sweep
RES-0595,https://secure.toronto.ca/council/agenda-item.do?item=2017.CD21.16,"City of Toronto primary govt (reviewed, logged)","2017: Winter Respite Services origins, Out of the Cold Program expansion, Interfaith Coalition to Fight Homelessness — found via Task S TMMIS sweep, 'drop-in' search term",yes,,,0,2026-07-02-task-s-sweep
RES-0596,https://secure.toronto.ca/council/agenda-item.do?item=2013.CD19.1,"City of Toronto primary govt (reviewed, logged)","2013: historical shelter complaints data (302 complaints in 2012), Ombudsman investigation request predating the 2023 investigation — found via Task S TMMIS sweep, 'drop-in' search term",yes,,CL-739,1,2026-07-02-task-s-sweep
RES-0597,https://secure.toronto.ca/council/agenda-item.do?item=2013.CD24.7,"City of Toronto primary govt (reviewed, logged)","24-hour safe drop-in for women feasibility review, 2013 - historical precedent for current gaps — found via Task S TMMIS sweep, 'drop-in' search term",yes,,,0,2026-07-02-task-s-sweep
RES-0599,https://secure.toronto.ca/council/agenda-item.do?item=2017.CD24.7,"City of Toronto primary govt (reviewed, logged)","Armouries/DND shelter proposal (lost), 24-hour women's drop-in overcrowding review, homeless count of inter-municipal movement — found via Task S TMMIS sweep, 'drop-in' search term",yes,,CL-742,1,2026-07-02-task-s-sweep
RES-0600,https://secure.toronto.ca/council/agenda-item.do?item=2019.EC6.10,"City of Toronto primary govt (reviewed, logged)","2019-20 shelter funding allocations, Toronto Hostels Training Centre agreement, 1000 new beds authorization — found via Task S TMMIS sweep, 'drop-in' search term",yes,,CL-741,1,2026-07-02-task-s-sweep
RES-0603,https://secure.toronto.ca/council/agenda-item.do?item=2022.EX30.2,"City of Toronto primary govt (reviewed, logged)","2022 TSSS operating budget $1,252.569M gross detail, menstrual/incontinence products funding, capital budget breakdown — found via Task S TMMIS sweep, 'drop-in' search term",yes,,,0,2026-07-02-task-s-sweep
RES-0604,https://secure.toronto.ca/council/report.do?meeting=2008.CC21&type=decisions,Backfilled (auto),"City of Toronto Council direct primary source, 2008.CC21 decisions",no,,CL-732,1,backfill-2026-07
RES-0605,https://secure.toronto.ca/council/agenda-item.do?item=2020.EC16.1,"City of Toronto primary govt (reviewed, logged)","2020 encampment/outreach strategy, shelter-to-supportive-housing conversion portfolio review directive — found via Task S TMMIS sweep, 'Streets to Homes' search term",yes,,,0,2026-07-02-task-s-sweep
RES-0606,https://secure.toronto.ca/council/agenda-item.do?item=2023.HL1.6,Backfilled (auto),"City of Toronto Council direct primary source, item 2023.HL1.6",no,,CL-733,1,backfill-2026-07
RES-0607,https://secure.toronto.ca/council/agenda-item.do?item=2023.CC10.2,Backfilled (auto),"City of Toronto Council direct primary source, item 2023.CC10.2",no,,CL-734,1,backfill-2026-07
RES-0608,https://secure.toronto.ca/council/agenda-item.do?item=2023.CC5.5,"City of Toronto primary govt (reviewed, logged)","March 2023 intergovernmental advocacy report on refugee claimant shelter response, IHAP extension request — found via Task S TMMIS sweep, 'refugee shelter' search term",yes,,,0,2026-07-02-task-s-sweep
RES-0609,https://secure.toronto.ca/council/agenda-item.do?item=2023.EX9.19,"City of Toronto primary govt (reviewed, logged)","UNHCR presentation to Council on asylum claims global context, GTHA regional reception centre advocacy — found via Task S TMMIS sweep, 'refugee shelter' search term",yes,,,0,2026-07-02-task-s-sweep
RES-0610,https://secure.toronto.ca/council/agenda-item.do?item=2023.MM7.42,"City of Toronto primary govt (reviewed, logged)","Ethiopian Association of Greater Toronto shelter partnership motion for refugee claimants — found via Task S TMMIS sweep, 'refugee shelter' search term",yes,,,0,2026-07-02-task-s-sweep
RES-0611,https://secure.toronto.ca/council/agenda-item.do?item=2023.MM8.43,"City of Toronto primary govt (reviewed, logged)","Donations to City policy exception for asylum seeker support over $50,000 — found via Task S TMMIS sweep, 'refugee shelter' search term",yes,,,0,2026-07-02-task-s-sweep
RES-0612,https://johnhoward.ca/wp-content/uploads/2016/12/Amber-Kellen-Homeless-and-Jailed-Jailed-and-Homeless.pdf,Backfilled (auto),"John Howard Society of Toronto, Homeless and Jailed: Jailed and Homeless, August",no,,CL-735,1,backfill-2026-07
RES-0613,https://www.torontotoday.ca/local/city-hall/toronto-micro-shelters-cant-find-land-12211618,Backfilled (auto),TorontoToday direct reporting citing City staff report and GM Gord Tanner,no,,CL-737,1,backfill-2026-07
RES-0614,https://www.cbc.ca/news/canada/toronto/councillors-residents-transparency-new-toronto-shelters-1.7580015,Backfilled (auto),CBC News direct reporting citing a City of Toronto spokesperson,no,,CL-738,1,backfill-2026-07
RES-0615,https://www.cbc.ca/news/canada/toronto/toronto-shelter-plan-falls-short-homeless-advocates-1.4901743,Backfilled (auto),CBC News direct reporting on the 2018 Ombudsman report,no,,CL-740,1,backfill-2026-07
RES-0616,https://www.uhn.ca/corporate/News/PressReleases/Pages/social-medicine-housing-initiative.aspx,Backfilled (auto),University Health Network direct primary source press release,no,,CL-743,1,backfill-2026-07
RES-0617,https://globalnews.ca/news/9877901/toronto-area-community-groups-help-asylum-seekers/,Backfilled (auto),The Canadian Press direct reporting plus City of Toronto Council direct primary ,no,,CL-744,1,backfill-2026-07
RES-0618,https://globalnews.ca/news/9920941/toronto-asylum-seekers-support/,Backfilled (auto),Global News and CBC News direct reporting,no,,CL-745,1,backfill-2026-07
RES-0619,https://storeys.com/affordable-housing-strachan-house-createto/,Backfilled (auto),Storeys direct real estate industry reporting on the CreateTO redevelopment prop,no,,CL-746,1,backfill-2026-07
RES-0620,https://www.toronto.ca/legdocs/mmis/2025/hl/bgrd/backgroundfile-255504.pdf,Backfilled (auto),TorontoToday/Trillium direct reporting plus City of Toronto Board of Health dire,no,,CL-747,1,backfill-2026-07
RES-0621,https://www.cp24.com/local/toronto/2025/11/17/more-people-will-struggle-to-be-housed-in-ontario-if-bill-60-is-passed-open-letter-warns/,Backfilled (auto),CP24 and NOW Toronto direct reporting quoting the coalition letter,no,,CL-748,1,backfill-2026-07
RES-0622,https://globalnews.ca/news/10978952/ontario-encampments-affordable-housing/,Backfilled (auto),Global News and CBC News direct reporting plus Social Planning Toronto direct an,no,,CL-750,1,backfill-2026-07
RES-0623,https://www.auditor.on.ca/en/content/specialreports/specialreports/Greenbelt_en.pdf,Backfilled (auto),"Ontario Auditor General special report, Aug 9 2023",no,,CL-751;CL-752,2,backfill-2026-07
RES-0624,https://www.thetrillium.ca/news/housing/ford-government-passes-anti-encampment-bill-with-some-liberal-support-10760272,Backfilled (auto),"The Trillium, direct reporting",no,,CL-753,1,backfill-2026-07
RES-0625,https://www.thetrillium.ca/news/politics/pc-party-paid-600000-to-law-firms-that-represented-key-players-in-greenbelt-probe-8912069,Backfilled (auto),"PC Party of Ontario 2023 annual financial statement, filed to Elections Ontario",no,,CL-754,1,backfill-2026-07
RES-0626,https://www.helpseeker.org/reports/municipalities-under-pressure-one-year-later,Backfilled (auto),"AMO/HelpSeeker Technologies, ""Municipalities Under Pressure One Year Later""",no,,CL-755,1,backfill-2026-07
RES-0627,https://www.torontotoday.ca/local/business-economy/ywca-toronto-avoids-strike-workers-win-raises-10720592,Backfilled (auto),"TorontoToday, direct reporting on the ratification",no,,CL-760,1,backfill-2026-07
RES-0628,https://www.toronto.ca/legdocs/mmis/2025/au/bgrd/backgroundfile-252938.pdf,Backfilled (auto),Toronto AG Warming Centres 2025 (Tara Anderson),no,,CL-010,1,backfill-2026-07
RES-0629,https://www.toronto.ca/city-government/data-research-maps/research-reports/housing-and-homelessness-research-and-reports/social-housing-waiting-list-reports/,Backfilled (auto),Meta Task G citing City RENTCafé waitlist data; Sonnet Task G citing TSHC data,no,,CL-161;CL-767;CL-768,3,backfill-2026-07
RES-0630,https://pmc.ncbi.nlm.nih.gov/articles/PMC9566522/,Backfilled (auto),"Firestone, Zewge-Abubaker, Salmon, McKnight & Hwang (2022), International Journa",no,,CL-769,1,backfill-2026-07
RES-0631,https://fao-on.org/en/report/subsidized-housing-2026/,Backfilled (auto),"Financial Accountability Office of Ontario, An Update on Subsidized Housing Prog",no,,CL-778,1,backfill-2026-07
RES-0632,https://cbc.ca/amp/1.6414864,Backfilled (auto),"Toronto Public Health, reported via CBC News, April 2022",no,,CL-781,1,backfill-2026-07
RES-0633,https://www.torontotoday.ca/local/city-hall/dunn-house-second-social-housing-project-toronto-parkdale-11787505,Backfilled (auto),"University Health Network, reported by TorontoToday",no,,CL-787,1,backfill-2026-07
RES-0634,https://www.cbc.ca/news/canada/toronto/council-shelter-debate-1.4435461,Backfilled (auto),"City of Toronto Council, December 2017 minutes; CBC News; Torontoist",no,,CL-788,1,backfill-2026-07
